Temperatur;Heat high [MWh/m2];Heat Medium (bu6);Heat Low;Base demand;Wind Onshore;Wind Offshore;PV;WW
20.6;7.0218E-06;5.11194E-06;0;53810.94844;0.2404;0.6877;0.4325;0.00000135
22.6;0;2.77479E-06;0;55276.94844;0.2843;0.7336;0.4966;0.00000135
24.2;0;0;0;53758.66175;0.2932;0.7632;0.5224;0.00000362
25.4;0;0;0;51704.42661;0.3054;0.7378;0.5336;0.00000454
26.7;0;0;0;50548.71331;0.3008;0.6949;0.5237;0.00000227
27.1;0;0;0;49261.94844;0.2958;0.6711;0.4741;0.00000135
27.5;0;0;0;48857.94844;0.2872;0.6394;0.3914;0.00000135
27.5;0;0;0;49266.66175;0.2689;0.618;0.2749;0.00000362
26.4;0;0;0;49199.80905;0.2387;0.5526;0.1488;0.000005
24.1;0;0;0;48241.04418;0.1996;0.5051;0.0473;0.00000408
22.3;0;0;0;46181.66175;0.1702;0.4678;0.0053;0.00000362
21.5;0;0;0;46403.94844;0.155;0.4169;0;0.00000135
20.6;0;0;0;43881.94844;0.139;0.334;0;0.00000135
20.2;0;0;0;40657.43917;0.121;0.2658;0;0.00000135
20.1;0;0;0;38679.28042;0.104;0.252;0;0.00000027
19.8;0;0;0;36797.28042;0.0866;0.2313;0;0.00000027
19.4;0;0;0;35656.28042;0.0757;0.2041;0;0.00000027
18.7;0;0;0;35327.28042;0.0681;0.1849;0;0.00000027
18.4;0;0;0;35202.28042;0.0648;0.1887;0;0.00000027
18.1;0;0;0;35512.28042;0.0614;0.1919;0.0001;0.00000027
18;1.04405E-05;1.04209E-05;0;35585.28042;0.0583;0.1992;0.0114;0.00000027
19.1;0;3.4414E-06;0;37587.71331;0.0487;0.2676;0.0743;0.00000227
21.8;0;0;0;40203.42661;0.0393;0.2809;0.1882;0.00000454
24.9;0;0;0;43543.71331;0.0517;0.3131;0.3175;0.00000227
27.5;0;0;0;45999.94844;0.0567;0.3292;0.4154;0.00000135
29.9;0;0;0;47958.94844;0.07;0.3143;0.4822;0.00000135
31.7;0;0;0;47776.66175;0.0809;0.2463;0.5035;0.00000362
32.7;0;0;0;45573.42661;0.092;0.2155;0.498;0.00000454
33.6;0;0;0;44403.71331;0.1004;0.2137;0.4736;0.00000227
34.1;0;0;0;43601.94844;0.1049;0.2044;0.4301;0.00000135
34.4;0;0;0;43058.94844;0.106;0.173;0.3597;0.00000135
33.7;0;0;0;44185.66175;0.106;0.1667;0.2606;0.00000362
32.3;0;0;0;45469.80905;0.0945;0.1768;0.1465;0.000005
29.5;0;0;0;45580.04418;0.0817;0.1864;0.051;0.00000408
27.4;0;0;0;45199.66175;0.074;0.1668;0.0056;0.00000362
26.6;0;0;0;45887.94844;0.0833;0.1355;0;0.00000135
26;0;0;0;44511.94844;0.0866;0.0984;0;0.00000135
24.5;0;0;0;41164.58748;0.0852;0.0957;0;0.00000135
24;0;0;0;39252.42873;0.0806;0.0908;0;0.00000027
23.5;0;0;0;37615.42873;0.0716;0.1015;0;0.00000027
23;0;0;0;36774.42873;0.0643;0.1149;0;0.00000027
22;0;0;0;37027.42873;0.0618;0.1238;0;0.00000027
20;0;0;0;38148.42873;0.0617;0.1163;0;0.00000027
19.2;0;0;0;41708.42873;0.061;0.1152;0.0001;0.00000027
18.9;0;4.37676E-06;0;47961.42873;0.0622;0.1007;0.0108;0.00000027
20.4;0;0;0;53555.71331;0.0498;0.0833;0.0721;0.00000227
24;0;0;0;57029.42661;0.0293;0.0434;0.1828;0.00000454
26.4;0;0;0;58705.71331;0.0231;0.0263;0.3196;0.00000227
28.6;0;0;0;60353.94844;0.0268;0.0349;0.4411;0.00000135
30.3;0;0;0;62196.94844;0.0303;0.0548;0.5128;0.00000135
32.5;0;0;0;62014.66175;0.0347;0.0318;0.5339;0.00000362
34.1;0;0;0;61112.42661;0.0414;0.0293;0.5211;0.00000454
35.4;0;0;0;60495.71331;0.0497;0.0265;0.4971;0.00000227
34.5;0;0;0;59097.94844;0.0508;0.0319;0.4472;0.00000135
32.6;0;0;0;57302.94844;0.0557;0.0307;0.3686;0.00000135
31.6;0;0;0;56888.66175;0.0612;0.0365;0.2696;0.00000362
30.1;0;0;0;56883.80905;0.0632;0.0508;0.1552;0.000005
28;0;0;0;56308.04418;0.062;0.0652;0.0532;0.00000408
26.2;0;0;0;54324.66175;0.0638;0.0551;0.0058;0.00000362
24.2;0;0;0;53455.94844;0.0809;0.0664;0;0.00000135
22.7;0;0;0;50046.94844;0.0888;0.0821;0;0.00000135
22.2;0;0;0;45774.94844;0.0854;0.0864;0;0.00000135
21.6;0;0;0;42829.78969;0.0784;0.0878;0;0.00000027
20.8;0;0;0;41231.78969;0.0697;0.0747;0;0.00000027
21;0;0;0;40333.78969;0.0606;0.0622;0;0.00000027
20;0;0;0;40442.78969;0.0534;0.0397;0;0.00000027
19.7;0;0;0;41879.78969;0.049;0.0263;0;0.00000027
19.3;0;0;0;44986.78969;0.0478;0.0193;0.0001;0.00000027
19.2;0;0;0;51365.78969;0.0469;0.024;0.0112;0.00000027
18.5;0;0;0;56861.71331;0.0415;0.0234;0.0792;0.00000227
17.8;0;0;0;60078.42661;0.025;0.0207;0.2059;0.00000454
18.3;0;0;0;61369.71331;0.0153;0.0234;0.3532;0.00000227
19;0;0;0;63351.94844;0.0192;0.0245;0.4756;0.00000135
20.6;0;0;0;65132.94844;0.0243;0.031;0.5411;0.00000135
22.2;0;0;0;63959.66175;0.0248;0.0467;0.5583;0.00000362
22.5;0;0;0;62722.42661;0.0283;0.0936;0.5494;0.00000454
24.3;0;0;0;61879.71331;0.0373;0.0808;0.5277;0.00000227
25.4;0;0;0;60968.94844;0.045;0.0696;0.4696;0.00000135
25.3;0;0;0;59091.94844;0.0534;0.0704;0.3874;0.00000135
24.1;0;0;0;58833.66175;0.0576;0.0923;0.2824;0.00000362
23.3;0;0;0;58410.80905;0.057;0.1052;0.1521;0.000005
21;0;0;0;57852.04418;0.064;0.0761;0.0476;0.00000408
19;0;0;0;55615.66175;0.0801;0.0773;0.0052;0.00000362
18.2;0;0;0;54822.94844;0.106;0.0868;0;0.00000135
17.7;0;0;0;50778.94844;0.1154;0.092;0;0.00000135
17.3;0;0;0;46776.04179;0.1105;0.0797;0;0.00000135
16.5;0;0;0;43832.88303;0.0933;0.053;0;0.00000027
16;0;0;0;41991.88303;0.081;0.0362;0;0.00000027
15.5;0;0;0;40977.88303;0.0722;0.0287;0;0.00000027
14.7;0;0;0;41115.88303;0.0646;0.016;0;0.00000027
14.3;0;0;0;42238.88303;0.0566;0.0172;0;0.00000027
14.2;0;0;0;45323.88303;0.0538;0.0218;0;0.00000027
14.7;5.14502E-06;1.07976E-05;0;51639.88303;0.0524;0.0182;0.01;0.00000027
16.1;0;3.59973E-06;0;57110.71331;0.043;0.0205;0.0725;0.00000227
17.3;0;4.88377E-07;0;60296.42661;0.0266;0.0232;0.1862;0.00000454
17.8;0;3.57679E-06;0;61663.71331;0.0132;0.0203;0.3216;0.00000227
18;0;3.34986E-06;0;62951.94844;0.0112;0.0147;0.4496;0.00000135
18.8;0;2.48894E-06;0;64348.94844;0.0117;0.013;0.5397;0.00000135
18.3;0;1.62279E-06;0;63766.66175;0.0137;0.0203;0.5787;0.00000362
18.1;0;8.62761E-07;0;62849.42661;0.0148;0.03;0.5881;0.00000454
17.8;0;3.08258E-06;0;61741.71331;0.0153;0.0337;0.5629;0.00000227
18.4;0;2.744E-06;0;60560.94844;0.0172;0.0366;0.5146;0.00000135
19.2;0;1.93383E-06;0;59375.94844;0.0192;0.0396;0.4269;0.00000135
18.9;0;0;0;58450.66175;0.0227;0.0658;0.2977;0.00000362
19.1;0;0;0;58103.80905;0.027;0.0792;0.1569;0.000005
18.9;0;0;0;57695.04418;0.0282;0.0873;0.0472;0.00000408
18.7;0;0;0;55886.66175;0.0377;0.0982;0.005;0.00000362
18.4;0;6.76392E-07;0;55040.94844;0.0602;0.0949;0;0.00000135
17.4;0;9.27377E-07;0;51130.94844;0.0739;0.0858;0;0.00000135
17.1;0;0;0;46997.32456;0.0781;0.0758;0;0.00000135
17.1;0;0;0;44218.1658;0.0728;0.0601;0;0.00000027
17.3;0;0;0;42588.1658;0.0662;0.0697;0;0.00000027
17.4;0;0;0;41484.1658;0.0616;0.0664;0;0.00000027
17.8;0;0;0;41721.1658;0.059;0.0628;0;0.00000027
18;0;0;0;42606.1658;0.0558;0.0926;0;0.00000027
18.2;0;0;0;46075.1658;0.0522;0.1008;0;0.00000027
18.3;8.71885E-06;8.02078E-06;0;52375.1658;0.0451;0.1273;0.0087;0.00000027
18.5;1.05796E-06;2.40148E-06;0;57569.71331;0.0387;0.1494;0.0698;0.00000227
18.4;0;4.29027E-07;0;60357.42661;0.0282;0.1599;0.1836;0.00000454
19.1;3.6052E-07;3.40542E-06;0;61586.71331;0.0181;0.1336;0.3154;0.00000227
19.7;0;2.6435E-06;0;63244.94844;0.0165;0.1372;0.4244;0.00000135
20.6;0;1.56086E-06;0;64949.94844;0.0196;0.1262;0.5005;0.00000135
21.1;0;0;0;64424.66175;0.0207;0.0963;0.5208;0.00000362
22;0;0;0;63381.42661;0.023;0.0748;0.5046;0.00000454
23.5;0;0;0;62597.71331;0.0273;0.0602;0.4684;0.00000227
24.6;0;0;0;61405.94844;0.0293;0.0639;0.406;0.00000135
25.6;0;0;0;59976.94844;0.031;0.0683;0.321;0.00000135
24;0;0;0;59471.66175;0.0359;0.0755;0.2138;0.00000362
19.8;0;0;0;58947.80905;0.0382;0.1092;0.1096;0.000005
17.6;0;0;0;58477.04418;0.0388;0.1248;0.0344;0.00000408
17.2;0;0;0;56567.66175;0.044;0.129;0.0032;0.00000362
17;0;2.40566E-06;0;55461.94844;0.0513;0.0967;0;0.00000135
16.9;0;1.75328E-06;0;51553.94844;0.0509;0.0986;0;0.00000135
16.4;0;0;0;47304.68159;0.0457;0.0659;0;0.00000135
16.2;0;0;0;44317.52284;0.0356;0.0355;0;0.00000027
16.3;0;0;0;42821.52284;0.0289;0.028;0;0.00000027
16.2;0;0;0;41771.52284;0.0266;0.0203;0;0.00000027
16.1;0;0;0;41965.52284;0.0222;0.0085;0;0.00000027
15.9;0;0;0;42868.52284;0.0189;0.0048;0;0.00000027
15.4;0;0;0;46118.52284;0.0166;0.0046;0;0.00000027
15.4;1.66564E-05;1.28805E-05;0;52343.52284;0.0167;0.0036;0.0076;0.00000027
16.4;7.46668E-06;6.08934E-06;0;57625.71331;0.0164;0.0076;0.0639;0.00000227
17.2;3.27543E-06;3.17397E-06;0;60479.42661;0.0116;0.0189;0.1684;0.00000454
19;2.28023E-06;4.96692E-06;0;61752.71331;0.0053;0.0198;0.2997;0.00000227
21.6;0;1.99584E-06;0;63166.94844;0.0064;0.0142;0.4161;0.00000135
23.6;0;0;0;64053.94844;0.0078;0.0109;0.4977;0.00000135
25.1;0;0;0;63384.66175;0.0091;0.0116;0.5354;0.00000362
26.4;0;0;0;62163.42661;0.0104;0.0085;0.5365;0.00000454
25.9;0;0;0;60731.71331;0.013;0.0144;0.5115;0.00000227
25;0;0;0;59630.94844;0.0183;0.0381;0.4499;0.00000135
24.4;0;0;0;58624.94844;0.0218;0.0748;0.3445;0.00000135
22.6;0;0;0;58053.66175;0.0228;0.1061;0.2231;0.00000362
21.6;0;0;0;57491.80905;0.0239;0.141;0.1118;0.000005
20.1;0;0;0;56337.04418;0.0276;0.1953;0.0317;0.00000408
19.1;0;0;0;54474.66175;0.0424;0.2402;0.0019;0.00000362
18;0;1.34773E-06;0;52475.94844;0.079;0.2561;0;0.00000135
17.8;0;7.31945E-07;0;48927.94844;0.118;0.2328;0;0.00000135
17.7;0;0;0;45475.41109;0.1409;0.1862;0;0.00000135
17.2;0;0;0;43272.25233;0.147;0.2384;0;0.00000027
16.4;0;0;0;41330.25233;0.152;0.2522;0;0.00000027
16.6;0;0;0;40264.25233;0.1496;0.2978;0;0.00000027
16.6;0;0;0;40011.25233;0.137;0.3323;0;0.00000027
16.7;0;0;0;40282.25233;0.1157;0.3702;0;0.00000027
16.7;0;0;0;41153.25233;0.1044;0.3767;0;0.00000027
16.9;1.23605E-05;1.12691E-05;0;42482.25233;0.0988;0.3565;0.0049;0.00000027
17.2;4.5337E-06;5.06916E-06;0;45480.71331;0.0992;0.444;0.0449;0.00000227
18.3;1.95983E-07;1.88125E-06;0;49071.42661;0.082;0.4683;0.1234;0.00000454
19.2;2.14944E-06;4.42294E-06;0;51708.71331;0.0708;0.4282;0.2318;0.00000227
19.8;8.32137E-07;3.62994E-06;0;53371.94844;0.0808;0.4544;0.3257;0.00000135
20.6;0;2.81753E-06;0;55106.94844;0.0941;0.4716;0.3977;0.00000135
21.5;0;3.42104E-07;0;54874.66175;0.1083;0.4323;0.4139;0.00000362
21.7;0;0;0;53181.42661;0.1139;0.3933;0.3652;0.00000454
21.8;0;5.85409E-07;0;51194.71331;0.1186;0.3132;0.2862;0.00000227
22.5;0;2.34666E-09;0;50466.94844;0.1127;0.2865;0.214;0.00000135
21.6;0;5.61653E-07;0;50219.94844;0.1062;0.3283;0.1681;0.00000135
21.1;0;0;0;50742.66175;0.101;0.4106;0.1186;0.00000362
20.4;0;0;0;50807.80905;0.0924;0.3736;0.0645;0.000005
19.7;0;0;0;50166.04418;0.0854;0.307;0.0217;0.00000408
18.8;0;0;0;48277.66175;0.0703;0.2924;0.0023;0.00000362
18.6;2.36427E-07;1.77945E-06;0;47359.94844;0.0994;0.3245;0;0.00000135
18.5;7.26991E-09;1.00371E-06;0;44540.94844;0.1077;0.3775;0;0.00000135
18.6;0;0;0;41698.64417;0.1276;0.4424;0;0.00000135
18.4;0;0;0;39504.48541;0.1362;0.5048;0;0.00000027
18;0;0;0;37635.48541;0.1519;0.5104;0;0.00000027
17.8;0;0;0;36298.48541;0.1764;0.5182;0;0.00000027
17.6;0;0;0;36124.48541;0.1834;0.5738;0;0.00000027
17.3;0;0;0;35805.48541;0.1769;0.5626;0;0.00000027
17.1;0;0;0;35968.48541;0.1848;0.5746;0;0.00000027
17.2;1.44364E-05;1.11239E-05;0;36471.48541;0.189;0.616;0.0051;0.00000027
18;4.95991E-06;4.38802E-06;0;38557.71331;0.1811;0.6239;0.0462;0.00000227
19.8;0;3.72769E-07;0;41547.42661;0.1703;0.5996;0.129;0.00000454
20.1;0;3.59014E-06;0;44946.71331;0.1802;0.6068;0.2269;0.00000227
22.4;0;9.19582E-07;0;47243.94844;0.1977;0.6328;0.285;0.00000135
23.5;0;0;0;48932.94844;0.218;0.5742;0.332;0.00000135
24.9;0;0;0;48378.66175;0.2406;0.5434;0.3747;0.00000362
26.3;0;0;0;46682.42661;0.2593;0.5169;0.3892;0.00000454
27.5;0;0;0;45435.71331;0.2783;0.4815;0.3735;0.00000227
27.4;0;0;0;44948.94844;0.2806;0.3942;0.3496;0.00000135
27.7;0;0;0;44458.94844;0.2595;0.3796;0.2964;0.00000135
26.8;0;0;0;45414.66175;0.2427;0.3223;0.2135;0.00000362
25.5;0;0;0;47776.80905;0.2138;0.2116;0.123;0.000005
23;0;0;0;47303.04418;0.1638;0.1522;0.0355;0.00000408
21.5;0;0;0;47082.66175;0.1383;0.1809;0.0023;0.00000362
20.7;0;0;0;47072.94844;0.1493;0.2108;0;0.00000135
20;0;0;0;45154.94844;0.1597;0.219;0;0.00000135
19.2;0;0;0;42289.21631;0.1657;0.2512;0;0.00000135
18.1;0;0;0;40094.05755;0.1716;0.2754;0;0.00000027
17.5;0;0;0;38721.05755;0.1778;0.2388;0;0.00000027
16.9;0;0;0;38136.05755;0.1798;0.2018;0;0.00000027
16.3;0;0;0;38410.05755;0.1736;0.2052;0;0.00000027
16.2;0;0;0;39944.05755;0.1615;0.2525;0;0.00000027
16.4;0;0;0;44226.05755;0.1484;0.2588;0;0.00000027
16.6;9.34118E-06;1.07679E-05;0;52206.05755;0.1351;0.2224;0.0054;0.00000027
17.2;1.00052E-06;4.47566E-06;0;58384.71331;0.1209;0.2589;0.05;0.00000227
19.1;0;4.36412E-07;0;61780.42661;0.1038;0.3481;0.1311;0.00000454
21.2;0;1.86153E-06;0;62953.71331;0.1056;0.4041;0.2283;0.00000227
23.1;0;0;0;65030.94844;0.1186;0.4023;0.3097;0.00000135
24.9;0;0;0;66688.94844;0.1377;0.4049;0.3616;0.00000135
26.5;0;0;0;66189.66175;0.1533;0.3504;0.3927;0.00000362
27.6;0;0;0;65555.42661;0.1595;0.3771;0.39;0.00000454
27.9;0;0;0;64694.71331;0.1567;0.3727;0.3698;0.00000227
27.8;0;0;0;62943.94844;0.1493;0.3606;0.3288;0.00000135
28;0;0;0;62092.94844;0.1487;0.3896;0.2675;0.00000135
27.8;0;0;0;61637.66175;0.1483;0.4656;0.1912;0.00000362
26.2;0;0;0;60807.80905;0.1442;0.4422;0.1019;0.000005
23.6;0;0;0;60330.04418;0.1322;0.4632;0.0308;0.00000408
22.1;0;0;0;58990.66175;0.124;0.4942;0.0019;0.00000362
21.9;0;0;0;57383.94844;0.1232;0.5395;0;0.00000135
20.1;0;0;0;52947.94844;0.131;0.4724;0;0.00000135
18.9;0;0;0;48580.64887;0.1361;0.3972;0;0.00000135
18.1;0;0;0;44956.49011;0.1269;0.3639;0;0.00000027
17.7;0;0;0;43496.49011;0.1212;0.3051;0;0.00000027
17.2;0;0;0;42277.49011;0.1126;0.2326;0;0.00000027
16.9;0;0;0;42381.49011;0.1022;0.1482;0;0.00000027
16.5;0;0;0;43584.49011;0.0943;0.0919;0;0.00000027
16.1;0;0;0;47049.49011;0.0899;0.0557;0;0.00000027
15.5;7.428E-06;1.1326E-05;0;53627.49011;0.0858;0.0378;0.0051;0.00000027
16.2;0;4.91113E-06;0;58956.71331;0.0806;0.0294;0.0558;0.00000227
18.8;0;1.31603E-07;0;61901.42661;0.0578;0.0275;0.1715;0.00000454
21;0;1.55314E-06;0;62698.71331;0.0403;0.0213;0.3104;0.00000227
23.5;0;0;0;65335.94844;0.0376;0.0196;0.4258;0.00000135
25.6;0;0;0;66812.94844;0.0375;0.02;0.5078;0.00000135
27.7;0;0;0;65992.66175;0.0363;0.0139;0.5466;0.00000362
28.8;0;0;0;65364.42661;0.0337;0.0102;0.5506;0.00000454
29.1;0;0;0;64159.71331;0.0308;0.0078;0.5197;0.00000227
29.8;0;0;0;63159.94844;0.0275;0.0071;0.4638;0.00000135
29.5;0;0;0;61429.94844;0.0234;0.0036;0.371;0.00000135
29.1;0;0;0;60530.66175;0.0174;0.0008;0.2572;0.00000362
27.8;0;0;0;60006.80905;0.0123;0.002;0.131;0.000005
26;0;0;0;59569.04418;0.0114;0.0028;0.0351;0.00000408
24.6;0;0;0;58238.66175;0.021;0.0096;0.002;0.00000362
23.4;0;0;0;57213.94844;0.04;0.0445;0;0.00000135
22.7;0;0;0;52749.94844;0.0558;0.0708;0;0.00000135
21.3;0;0;0;48234.23129;0.0651;0.0849;0;0.00000135
19.6;0;0;0;45336.07253;0.0722;0.1138;0;0.00000027
17.8;0;0;0;43645.07253;0.0757;0.1432;0;0.00000027
16.2;0;0;0;42913.07253;0.0769;0.1729;0;0.00000027
14.9;0;0;0;43040.07253;0.0748;0.1943;0;0.00000027
14.7;0;0;0;43907.07253;0.0754;0.2;0;0.00000027
14.9;0;0;0;47124.07253;0.0784;0.1933;0;0.00000027
14.7;6.00572E-06;1.08552E-05;0;54033.07253;0.0827;0.2082;0.0057;0.00000027
15;0;5.11127E-06;0;59237.71331;0.0823;0.2462;0.066;0.00000227
15.8;0;2.43718E-06;0;62367.42661;0.0613;0.2614;0.2015;0.00000454
18.1;0;3.90594E-06;0;63333.71331;0.0377;0.2643;0.3564;0.00000227
19;0;2.87926E-06;0;65068.94844;0.0406;0.231;0.4864;0.00000135
19.5;0;2.32174E-06;0;66691.94844;0.05;0.2119;0.5726;0.00000135
20;0;4.09935E-07;0;65944.66175;0.052;0.1869;0.6207;0.00000362
20;0;0;0;65330.42661;0.0501;0.2053;0.6332;0.00000454
20.4;0;7.8468E-07;0;64287.71331;0.0494;0.1911;0.6056;0.00000227
16.8;0;4.56783E-06;0;62967.94844;0.0473;0.1755;0.5391;0.00000135
16.4;0;5.047E-06;0;61723.94844;0.0459;0.1938;0.4362;0.00000135
16.4;0;1.31662E-06;0;60938.66175;0.0494;0.1982;0.2942;0.00000362
15.9;0;5.92757E-07;0;60545.80905;0.0558;0.1817;0.1417;0.000005
15.8;0;6.05819E-07;0;59990.04418;0.0648;0.186;0.0346;0.00000408
15.8;0;7.22216E-07;0;58272.66175;0.1094;0.2036;0.0018;0.00000362
15.8;2.67245E-06;4.23319E-06;0;56793.94844;0.1752;0.2194;0;0.00000135
15.7;2.88002E-06;3.71919E-06;0;53014.94844;0.2194;0.2202;0;0.00000135
15.6;0;0;0;48367.36626;0.242;0.1852;0;0.00000135
14;0;0;0;45375.20751;0.2518;0.1867;0;0.00000027
13.2;0;0;0;44219.20751;0.256;0.1586;0;0.00000027
12.8;0;0;0;43303.20751;0.2452;0.139;0;0.00000027
12.5;0;0;0;43169.20751;0.2277;0.1407;0;0.00000027
12.3;0;0;0;43929.20751;0.2204;0.1392;0;0.00000027
11.8;0;0;0;47049.20751;0.2188;0.1303;0;0.00000027
11.9;2.64779E-05;1.84046E-05;0;53658.20751;0.2128;0.1146;0.0057;0.00000027
12.2;1.82695E-05;1.22304E-05;0;59805.71331;0.1845;0.1192;0.0686;0.00000227
13.2;9.78415E-06;9.07771E-06;0;62554.42661;0.115;0.1625;0.2047;0.00000454
15.1;8.3084E-06;1.06518E-05;0;63194.71331;0.073;0.1672;0.363;0.00000227
16.6;3.95234E-06;8.73751E-06;0;64846.94844;0.0722;0.174;0.4915;0.00000135
17.3;1.15819E-06;7.5636E-06;0;66647.94844;0.0766;0.1605;0.5834;0.00000135
16.6;7.27384E-07;6.60685E-06;0;66278.66175;0.0792;0.1337;0.6301;0.00000362
17.9;0;4.06156E-06;0;65482.42661;0.085;0.1344;0.6367;0.00000454
18;0;5.66637E-06;0;64209.71331;0.0923;0.1298;0.6064;0.00000227
17.8;0;5.91574E-06;0;62717.94844;0.1047;0.1201;0.5399;0.00000135
19.1;0;4.40617E-06;0;61548.94844;0.1182;0.0836;0.4361;0.00000135
17.3;0;2.29267E-06;0;61282.66175;0.1221;0.0647;0.293;0.00000362
15.6;0;2.34653E-06;0;60606.80905;0.1167;0.068;0.14;0.000005
14.5;3.12941E-06;3.58671E-06;0;59484.04418;0.1177;0.075;0.0328;0.00000408
13.4;6.05065E-06;4.86123E-06;0;58005.66175;0.1617;0.0822;0.0016;0.00000362
12.9;1.13505E-05;8.99813E-06;0;56874.94844;0.2209;0.1023;0;0.00000135
11.6;1.36157E-05;9.6331E-06;0;53400.94844;0.2572;0.1119;0;0.00000135
11.5;0;0;0;48776.31599;0.2669;0.1102;0;0.00000135
10.6;0;0;0;46156.15724;0.2592;0.1068;0;0.00000027
9.7;0;0;0;44402.15724;0.2504;0.1267;0;0.00000027
9.3;0;0;0;43273.15724;0.2356;0.1721;0;0.00000027
10.1;0;0;0;42863.15724;0.2246;0.2115;0;0.00000027
10.9;0;0;0;44091.15724;0.2198;0.2301;0;0.00000027
11.9;0;0;0;47205.15724;0.2126;0.3287;0;0.00000027
11.2;3.33267E-05;2.13979E-05;0;53596.15724;0.2024;0.4451;0.0053;0.00000027
11.3;2.52559E-05;1.54546E-05;0;59776.71331;0.1737;0.4275;0.0656;0.00000227
13.9;1.60422E-05;1.04298E-05;0;63072.42661;0.1161;0.4041;0.2016;0.00000454
15.7;1.30134E-05;1.21211E-05;0;64102.71331;0.0628;0.3919;0.3528;0.00000227
17.1;8.262E-06;1.01837E-05;0;65550.94844;0.0534;0.3091;0.4782;0.00000135
18.3;4.42756E-06;8.42764E-06;0;66945.94844;0.059;0.219;0.5643;0.00000135
19.2;6.20907E-07;5.67253E-06;0;66235.66175;0.0547;0.2162;0.6096;0.00000362
20.2;0;3.22961E-06;0;64740.42661;0.0511;0.1971;0.6144;0.00000454
21;0;3.8616E-06;0;63340.71331;0.0599;0.1788;0.581;0.00000227
21.3;0;3.39953E-06;0;62005.94844;0.0614;0.1554;0.5132;0.00000135
21;0;3.31699E-06;0;60818.94844;0.0588;0.1302;0.4101;0.00000135
20.5;0;0;0;60358.66175;0.0552;0.1069;0.2738;0.00000362
18.8;0;0;0;59741.80905;0.0519;0.0896;0.1286;0.000005
16.6;0;1.90506E-06;0;58654.04418;0.0492;0.1022;0.0293;0.00000408
15.6;1.04955E-06;3.00915E-06;0;56825.66175;0.0624;0.1223;0.0013;0.00000362
15.3;5.99238E-06;6.92942E-06;0;55286.94844;0.0807;0.1144;0;0.00000135
14.7;6.95353E-06;6.72121E-06;0;51833.94844;0.087;0.0963;0;0.00000135
14.7;0;0;0;47919.44405;0.0884;0.0825;0;0.00000135
14.2;0;0;0;45241.28529;0.0802;0.0656;0;0.00000027
14.1;0;0;0;43155.28529;0.0739;0.0458;0;0.00000027
12.9;0;0;0;41873.28529;0.0682;0.0334;0;0.00000027
12;0;0;0;41263.28529;0.0648;0.0334;0;0.00000027
11.4;0;0;0;41054.28529;0.059;0.0354;0;0.00000027
11.5;0;0;0;41693.28529;0.0574;0.0224;0;0.00000027
11.3;3.03617E-05;2.09166E-05;0;43407.28529;0.058;0.015;0.0046;0.00000027
12;2.1862E-05;1.43766E-05;0;46909.71331;0.0509;0.0096;0.0613;0.00000227
14.2;1.06741E-05;9.88259E-06;0;50255.42661;0.031;0.008;0.1865;0.00000454
18.1;6.02181E-06;9.30433E-06;0;53191.71331;0.0188;0.0046;0.3353;0.00000227
19.8;1.80239E-06;7.0851E-06;0;55025.94844;0.0144;0.0018;0.46;0.00000135
20.7;0;5.66014E-06;0;55934.94844;0.0143;0.003;0.5481;0.00000135
21.5;0;3.0047E-06;0;55014.66175;0.0162;0.009;0.5967;0.00000362
21.9;0;1.18569E-06;0;53285.42661;0.0183;0.0168;0.6036;0.00000454
22.4;0;2.1054E-06;0;52022.71331;0.0217;0.0238;0.5747;0.00000227
22.9;0;1.47775E-06;0;51273.94844;0.0271;0.0502;0.5048;0.00000135
22.6;0;1.40497E-06;0;51061.94844;0.0375;0.0785;0.4009;0.00000135
20.9;0;0;0;50814.66175;0.0533;0.1168;0.2613;0.00000362
19.8;0;0;0;50901.80905;0.0598;0.1524;0.119;0.000005
18.2;0;1.26885E-07;0;50374.04418;0.0735;0.2129;0.0266;0.00000408
16.9;0;1.50213E-06;0;49601.66175;0.1114;0.2622;0.001;0.00000362
16.1;2.9243E-06;5.91247E-06;0;48980.94844;0.1502;0.3591;0;0.00000135
15;4.75617E-06;6.23196E-06;0;46464.94844;0.1766;0.4842;0;0.00000135
15.1;0;0;0;43182.07948;0.2;0.5898;0;0.00000135
15.8;0;0;0;40940.92073;0.1975;0.6447;0;0.00000027
16.1;0;0;0;39133.92073;0.183;0.5704;0;0.00000027
16.1;0;0;0;37955.92073;0.1518;0.4473;0;0.00000027
14.5;0;0;0;36878.92073;0.1435;0.3386;0;0.00000027
13.9;0;0;0;37064.92073;0.1537;0.3728;0;0.00000027
14.2;0;0;0;37323.92073;0.1624;0.3192;0;0.00000027
14.5;2.19543E-05;1.67066E-05;0;37878.92073;0.1747;0.2706;0.0043;0.00000027
14.6;1.43521E-05;1.0815E-05;0;39876.71331;0.1518;0.2759;0.0592;0.00000227
16.6;3.40361E-06;6.52702E-06;0;42624.42661;0.1275;0.4372;0.1668;0.00000454
20.4;0;6.03341E-06;0;45534.71331;0.0994;0.4696;0.2957;0.00000227
22.4;0;3.45088E-06;0;47542.94844;0.0793;0.3857;0.4176;0.00000135
23.8;0;1.45332E-06;0;49016.94844;0.0761;0.2635;0.504;0.00000135
25;0;0;0;48732.66175;0.0931;0.2818;0.5508;0.00000362
